LevelEditor                                                      game.load-scene
Air MoveType type enum -5 8 int2 16                              zone.add-distance
Air MoveType type enum -4 9 int2 16                              zone.add-distance
Air MoveType type enum -3 10 int2 16                             zone.add-distance
Air MoveType type enum -25 9 int2 16                             zone.add-distance
Air MoveType type enum -25 27 int2 16                            zone.add-distance
Air MoveType type enum -23 7 int2 16                             zone.add-distance
Air MoveType type enum -6 7 int2 16                              zone.add-distance
Air MoveType type enum -4 27 int2 16                             zone.add-distance
Air MoveType type enum -2 11 int2 16                             zone.add-distance
Air MoveType type enum -2 25 int2 16                             zone.add-distance
Air MoveType type enum -25 8 int2 17                             zone.add-distance
Air MoveType type enum -24 7 int2 17                             zone.add-distance
Air MoveType type enum -5 7 int2 17                              zone.add-distance
Air MoveType type enum -3 27 int2 17                             zone.add-distance
Air MoveType type enum -2 10 int2 17                             zone.add-distance
Air MoveType type enum -2 26 int2 17                             zone.add-distance
Air MoveType type enum -4 8 int2 17                              zone.add-distance
Air MoveType type enum -3 9 int2 17                              zone.add-distance
Air MoveType type enum -25 7 int2 18                             zone.add-distance
Air MoveType type enum -4 7 int2 18                              zone.add-distance
Air MoveType type enum -2 9 int2 18                              zone.add-distance
Air MoveType type enum -2 27 int2 18                             zone.add-distance
Air MoveType type enum -3 8 int2 18                              zone.add-distance
Air MoveType type enum -3 7 int2 19                              zone.add-distance
Air MoveType type enum -2 8 int2 19                              zone.add-distance
Air MoveType type enum -2 7 int2 20                              zone.add-distance
                                                                 pop
Zone0 Zone1                                                      zone.connect
Zone1 Zone0                                                      zone.connect
                                                                 dup
MissileSilo TileType type enum                                   building.set-type
-6 25 int2                                                       building.set-position
20                                                               building.set-cp
0 -1 int2                                                        building.set-look-direction
-99                                                              building.missile-silo.set-last-launch-turn
1                                                                building.missile-silo.set-launch-cooldown
999                                                              building.missile-silo.set-ammo
0 999 int2                                                       building.missile-silo.set-range
0 3 int2                                                         building.missile-silo.missile.set-blast-range
5                                                                building.missile-silo.missile.set-unit-damage
10                                                               building.missile-silo.missile.set-bridge-damage
                                                                 building.add
                                                                 pop
                                                                 dup
City TileType type enum                                          building.set-type
-11 24 int2                                                      building.set-position
20                                                               building.set-cp
0 1 int2                                                         building.set-look-direction
                                                                 building.add
                                                                 pop
                                                                 dup
Hq TileType type enum                                            building.set-type
-3 26 int2                                                       building.set-position
20                                                               building.set-cp
-1 0 int2                                                        building.set-look-direction
                                                                 building.add
                                                                 pop
                                                                 dup
Factory TileType type enum                                       building.set-type
-3 20 int2                                                       building.set-position
20                                                               building.set-cp
-1 0 int2                                                        building.set-look-direction
                                                                 building.add
                                                                 pop
                                                                 dup
Factory TileType type enum                                       building.set-type
-3 22 int2                                                       building.set-position
20                                                               building.set-cp
-1 0 int2                                                        building.set-look-direction
                                                                 building.add
                                                                 pop
                                                                 dup
Artillery UnitType type enum                                     unit.set-type
false                                                            unit.set-moved
10                                                               unit.set-hp
-5 20 int2                                                       unit.set-position
-1 0 int2                                                        unit.set-look-direction
WbHowitzer UnitView type                                         load-resource
                                                                 unit.set-view-prefab
                                                                 unit.add
                                                                 pop
                                                                 dup
Infantry UnitType type enum                                      unit.set-type
false                                                            unit.set-moved
10                                                               unit.set-hp
-6 24 int2                                                       unit.set-position
-1 0 int2                                                        unit.set-look-direction
WbLightTank UnitView type                                        load-resource
                                                                 unit.set-view-prefab
                                                                 unit.add
                                                                 pop
                                                                 dup
Recon UnitType type enum                                         unit.set-type
false                                                            unit.set-moved
10                                                               unit.set-hp
-7 21 int2                                                       unit.set-position
-1 0 int2                                                        unit.set-look-direction
WbRecon UnitView type                                            load-resource
                                                                 unit.set-view-prefab
                                                                 unit.add
                                                                 pop
                                                                 dup
Apc UnitType type enum                                           unit.set-type
false                                                            unit.set-moved
10                                                               unit.set-hp
-8 24 int2                                                       unit.set-position
-1 0 int2                                                        unit.set-look-direction
WbApc UnitView type                                              load-resource
                                                                 unit.set-view-prefab
                                                                 unit.add
                                                                 pop
                                                                 dup
Recon UnitType type enum                                         unit.set-type
false                                                            unit.set-moved
10                                                               unit.set-hp
-10 13 int2                                                      unit.set-position
-1 0 int2                                                        unit.set-look-direction
WbRecon UnitView type                                            load-resource
                                                                 unit.set-view-prefab
                                                                 unit.add
                                                                 pop
                                                                 dup
Infantry UnitType type enum                                      unit.set-type
false                                                            unit.set-moved
10                                                               unit.set-hp
-13 19 int2                                                      unit.set-position
-1 0 int2                                                        unit.set-look-direction
WbLightTank UnitView type                                        load-resource
                                                                 unit.set-view-prefab
                                                                 unit.add
StayingInZoneUnitBrainState type                                 unit.brain.add-state
                                                                 pop
                                                                 pop
                                                                 dup
Recon UnitType type enum                                         unit.set-type
false                                                            unit.set-moved
10                                                               unit.set-hp
-16 14 int2                                                      unit.set-position
-1 0 int2                                                        unit.set-look-direction
WbRecon UnitView type                                            load-resource
                                                                 unit.set-view-prefab
                                                                 unit.add
                                                                 pop
                                                                 dup
Recon UnitType type enum                                         unit.set-type
false                                                            unit.set-moved
10                                                               unit.set-hp
-18 12 int2                                                      unit.set-position
-1 0 int2                                                        unit.set-look-direction
WbRecon UnitView type                                            load-resource
                                                                 unit.set-view-prefab
                                                                 unit.add
                                                                 pop
                                                                 pop
Blue ColorName type enum                                         player.set-color-name
None Team type enum                                              player.set-team
Natalie PersonName type enum                                     player.set-co-name
0 0 int2                                                         player.set-ui-position
0                                                                player.set-credits
0                                                                player.set-power-meter
1 0 int2                                                         player.set-unit-look-direction
0                                                                player.set-side
                                                                 player.add
                                                                 dup
Hq TileType type enum                                            building.set-type
-24 8 int2                                                       building.set-position
20                                                               building.set-cp
1 0 int2                                                         building.set-look-direction
                                                                 building.add
                                                                 pop
                                                                 dup
Factory TileType type enum                                       building.set-type
-24 14 int2                                                      building.set-position
20                                                               building.set-cp
0 1 int2                                                         building.set-look-direction
                                                                 building.add
                                                                 pop
                                                                 dup
Factory TileType type enum                                       building.set-type
-24 16 int2                                                      building.set-position
20                                                               building.set-cp
0 1 int2                                                         building.set-look-direction
                                                                 building.add
                                                                 pop
                                                                 dup
Recon UnitType type enum                                         unit.set-type
false                                                            unit.set-moved
10                                                               unit.set-hp
-24 9 int2                                                       unit.set-position
1 0 int2                                                         unit.set-look-direction
WbRecon UnitView type                                            load-resource
                                                                 unit.set-view-prefab
                                                                 unit.add
                                                                 pop
                                                                 dup
Recon UnitType type enum                                         unit.set-type
false                                                            unit.set-moved
10                                                               unit.set-hp
-23 10 int2                                                      unit.set-position
1 0 int2                                                         unit.set-look-direction
WbRecon UnitView type                                            load-resource
                                                                 unit.set-view-prefab
                                                                 unit.add
                                                                 pop
                                                                 dup
Recon UnitType type enum                                         unit.set-type
false                                                            unit.set-moved
10                                                               unit.set-hp
-19 14 int2                                                      unit.set-position
1 0 int2                                                         unit.set-look-direction
WbRecon UnitView type                                            load-resource
                                                                 unit.set-view-prefab
                                                                 unit.add
                                                                 pop
                                                                 dup
Infantry UnitType type enum                                      unit.set-type
false                                                            unit.set-moved
10                                                               unit.set-hp
-22 13 int2                                                      unit.set-position
1 0 int2                                                         unit.set-look-direction
WbLightTank UnitView type                                        load-resource
                                                                 unit.set-view-prefab
                                                                 unit.add
                                                                 pop
                                                                 dup
Infantry UnitType type enum                                      unit.set-type
false                                                            unit.set-moved
10                                                               unit.set-hp
-22 15 int2                                                      unit.set-position
1 0 int2                                                         unit.set-look-direction
WbLightTank UnitView type                                        load-resource
                                                                 unit.set-view-prefab
                                                                 unit.add
                                                                 pop
                                                                 dup
Artillery UnitType type enum                                     unit.set-type
false                                                            unit.set-moved
10                                                               unit.set-hp
-22 14 int2                                                      unit.set-position
1 0 int2                                                         unit.set-look-direction
WbHowitzer UnitView type                                         load-resource
                                                                 unit.set-view-prefab
                                                                 unit.add
                                                                 pop
                                                                 dup
Infantry UnitType type enum                                      unit.set-type
false                                                            unit.set-moved
10                                                               unit.set-hp
-21 16 int2                                                      unit.set-position
1 0 int2                                                         unit.set-look-direction
WbLightTank UnitView type                                        load-resource
                                                                 unit.set-view-prefab
                                                                 unit.add
                                                                 pop
                                                                 dup
Rockets UnitType type enum                                       unit.set-type
false                                                            unit.set-moved
10                                                               unit.set-hp
-23 8 int2                                                       unit.set-position
1 0 int2                                                         unit.set-look-direction
WbRockets UnitView type                                          load-resource
                                                                 unit.set-view-prefab
                                                                 unit.add
                                                                 pop
                                                                 dup
Infantry UnitType type enum                                      unit.set-type
false                                                            unit.set-moved
10                                                               unit.set-hp
-21 12 int2                                                      unit.set-position
1 0 int2                                                         unit.set-look-direction
WbLightTank UnitView type                                        load-resource
                                                                 unit.set-view-prefab
                                                                 unit.add
                                                                 pop
                                                                 dup
Recon UnitType type enum                                         unit.set-type
false                                                            unit.set-moved
10                                                               unit.set-hp
-18 19 int2                                                      unit.set-position
1 0 int2                                                         unit.set-look-direction
WbRecon UnitView type                                            load-resource
                                                                 unit.set-view-prefab
                                                                 unit.add
                                                                 pop
                                                                 dup
Infantry UnitType type enum                                      unit.set-type
false                                                            unit.set-moved
10                                                               unit.set-hp
-12 22 int2                                                      unit.set-position
1 0 int2                                                         unit.set-look-direction
WbLightTank UnitView type                                        load-resource
                                                                 unit.set-view-prefab
                                                                 unit.add
                                                                 pop
                                                                 dup
Recon UnitType type enum                                         unit.set-type
false                                                            unit.set-moved
10                                                               unit.set-hp
-13 10 int2                                                      unit.set-position
1 0 int2                                                         unit.set-look-direction
WbRecon UnitView type                                            load-resource
                                                                 unit.set-view-prefab
                                                                 unit.add
                                                                 pop
                                                                 pop
Plain TileType type enum -24 9 int2                              tile.add
Plain TileType type enum -24 15 int2                             tile.add
Plain TileType type enum -24 20 int2                             tile.add
Plain TileType type enum -24 21 int2                             tile.add
Plain TileType type enum -24 22 int2                             tile.add
Plain TileType type enum -23 18 int2                             tile.add
Plain TileType type enum -23 19 int2                             tile.add
Plain TileType type enum -23 20 int2                             tile.add
Plain TileType type enum -23 21 int2                             tile.add
Plain TileType type enum -23 22 int2                             tile.add
Plain TileType type enum -23 23 int2                             tile.add
Plain TileType type enum -23 24 int2                             tile.add
Plain TileType type enum -22 11 int2                             tile.add
Plain TileType type enum -22 12 int2                             tile.add
Plain TileType type enum -22 18 int2                             tile.add
Plain TileType type enum -22 19 int2                             tile.add
Plain TileType type enum -22 20 int2                             tile.add
Plain TileType type enum -22 21 int2                             tile.add
Plain TileType type enum -22 22 int2                             tile.add
Plain TileType type enum -22 23 int2                             tile.add
Plain TileType type enum -22 24 int2                             tile.add
Plain TileType type enum -22 25 int2                             tile.add
Plain TileType type enum -22 26 int2                             tile.add
Plain TileType type enum -21 9 int2                              tile.add
Plain TileType type enum -21 10 int2                             tile.add
Plain TileType type enum -21 12 int2                             tile.add
Plain TileType type enum -21 16 int2                             tile.add
Plain TileType type enum -21 17 int2                             tile.add
Plain TileType type enum -21 18 int2                             tile.add
Plain TileType type enum -21 19 int2                             tile.add
Plain TileType type enum -21 20 int2                             tile.add
Plain TileType type enum -21 21 int2                             tile.add
Plain TileType type enum -21 24 int2                             tile.add
Plain TileType type enum -21 25 int2                             tile.add
Plain TileType type enum -20 9 int2                              tile.add
Plain TileType type enum -20 10 int2                             tile.add
Plain TileType type enum -20 12 int2                             tile.add
Plain TileType type enum -20 16 int2                             tile.add
Plain TileType type enum -20 17 int2                             tile.add
Plain TileType type enum -20 19 int2                             tile.add
Plain TileType type enum -20 20 int2                             tile.add
Plain TileType type enum -20 21 int2                             tile.add
Plain TileType type enum -19 9 int2                              tile.add
Plain TileType type enum -19 10 int2                             tile.add
Plain TileType type enum -19 11 int2                             tile.add
Plain TileType type enum -19 12 int2                             tile.add
Plain TileType type enum -19 16 int2                             tile.add
Plain TileType type enum -19 17 int2                             tile.add
Plain TileType type enum -19 19 int2                             tile.add
Plain TileType type enum -19 20 int2                             tile.add
Plain TileType type enum -19 21 int2                             tile.add
Plain TileType type enum -19 22 int2                             tile.add
Plain TileType type enum -19 23 int2                             tile.add
Plain TileType type enum -19 24 int2                             tile.add
Plain TileType type enum -18 17 int2                             tile.add
Plain TileType type enum -18 19 int2                             tile.add
Plain TileType type enum -18 20 int2                             tile.add
Plain TileType type enum -18 21 int2                             tile.add
Plain TileType type enum -18 22 int2                             tile.add
Plain TileType type enum -18 23 int2                             tile.add
Plain TileType type enum -18 24 int2                             tile.add
Plain TileType type enum -18 25 int2                             tile.add
Plain TileType type enum -17 19 int2                             tile.add
Plain TileType type enum -17 20 int2                             tile.add
Plain TileType type enum -17 21 int2                             tile.add
Plain TileType type enum -17 22 int2                             tile.add
Plain TileType type enum -17 23 int2                             tile.add
Plain TileType type enum -17 24 int2                             tile.add
Plain TileType type enum -17 25 int2                             tile.add
Plain TileType type enum -16 18 int2                             tile.add
Plain TileType type enum -16 19 int2                             tile.add
Plain TileType type enum -16 21 int2                             tile.add
Plain TileType type enum -16 22 int2                             tile.add
Plain TileType type enum -16 23 int2                             tile.add
Plain TileType type enum -16 24 int2                             tile.add
Plain TileType type enum -16 25 int2                             tile.add
Plain TileType type enum -15 18 int2                             tile.add
Plain TileType type enum -15 19 int2                             tile.add
Plain TileType type enum -15 20 int2                             tile.add
Plain TileType type enum -15 21 int2                             tile.add
Plain TileType type enum -15 22 int2                             tile.add
Plain TileType type enum -15 23 int2                             tile.add
Plain TileType type enum -15 24 int2                             tile.add
Plain TileType type enum -15 25 int2                             tile.add
Plain TileType type enum -14 19 int2                             tile.add
Plain TileType type enum -14 20 int2                             tile.add
Plain TileType type enum -14 21 int2                             tile.add
Plain TileType type enum -14 25 int2                             tile.add
Plain TileType type enum -13 22 int2                             tile.add
Plain TileType type enum -11 26 int2                             tile.add
Plain TileType type enum -10 17 int2                             tile.add
Plain TileType type enum -10 18 int2                             tile.add
Plain TileType type enum -10 20 int2                             tile.add
Plain TileType type enum -10 21 int2                             tile.add
Plain TileType type enum -10 22 int2                             tile.add
Plain TileType type enum -10 23 int2                             tile.add
Plain TileType type enum -10 24 int2                             tile.add
Plain TileType type enum -10 26 int2                             tile.add
Plain TileType type enum -9 8 int2                               tile.add
Plain TileType type enum -9 9 int2                               tile.add
Plain TileType type enum -9 10 int2                              tile.add
Plain TileType type enum -9 11 int2                              tile.add
Plain TileType type enum -9 12 int2                              tile.add
Plain TileType type enum -9 14 int2                              tile.add
Plain TileType type enum -9 15 int2                              tile.add
Plain TileType type enum -9 16 int2                              tile.add
Plain TileType type enum -9 17 int2                              tile.add
Plain TileType type enum -9 18 int2                              tile.add
Plain TileType type enum -9 19 int2                              tile.add
Plain TileType type enum -9 20 int2                              tile.add
Plain TileType type enum -9 21 int2                              tile.add
Plain TileType type enum -9 22 int2                              tile.add
Plain TileType type enum -9 23 int2                              tile.add
Plain TileType type enum -9 24 int2                              tile.add
Plain TileType type enum -9 26 int2                              tile.add
Plain TileType type enum -8 8 int2                               tile.add
Plain TileType type enum -8 9 int2                               tile.add
Plain TileType type enum -8 10 int2                              tile.add
Plain TileType type enum -8 11 int2                              tile.add
Plain TileType type enum -8 12 int2                              tile.add
Plain TileType type enum -8 15 int2                              tile.add
Plain TileType type enum -8 16 int2                              tile.add
Plain TileType type enum -8 17 int2                              tile.add
Plain TileType type enum -8 18 int2                              tile.add
Plain TileType type enum -8 19 int2                              tile.add
Plain TileType type enum -8 20 int2                              tile.add
Plain TileType type enum -8 21 int2                              tile.add
Plain TileType type enum -8 22 int2                              tile.add
Plain TileType type enum -8 23 int2                              tile.add
Plain TileType type enum -8 24 int2                              tile.add
Plain TileType type enum -8 26 int2                              tile.add
Plain TileType type enum -6 8 int2                               tile.add
Plain TileType type enum -6 9 int2                               tile.add
Plain TileType type enum -6 10 int2                              tile.add
Plain TileType type enum -6 17 int2                              tile.add
Plain TileType type enum -6 18 int2                              tile.add
Plain TileType type enum -6 19 int2                              tile.add
Plain TileType type enum -6 20 int2                              tile.add
Plain TileType type enum -6 22 int2                              tile.add
Plain TileType type enum -6 24 int2                              tile.add
Plain TileType type enum -6 26 int2                              tile.add
Plain TileType type enum -5 8 int2                               tile.add
Plain TileType type enum -5 9 int2                               tile.add
Plain TileType type enum -5 10 int2                              tile.add
Plain TileType type enum -5 13 int2                              tile.add
Plain TileType type enum -5 17 int2                              tile.add
Plain TileType type enum -5 18 int2                              tile.add
Plain TileType type enum -5 22 int2                              tile.add
Plain TileType type enum -5 23 int2                              tile.add
Plain TileType type enum -5 25 int2                              tile.add
Plain TileType type enum -5 26 int2                              tile.add
Plain TileType type enum -4 9 int2                               tile.add
Plain TileType type enum -4 10 int2                              tile.add
Plain TileType type enum -4 13 int2                              tile.add
Plain TileType type enum -4 14 int2                              tile.add
Plain TileType type enum -4 15 int2                              tile.add
Plain TileType type enum -4 17 int2                              tile.add
Plain TileType type enum -4 23 int2                              tile.add
Plain TileType type enum -4 24 int2                              tile.add
Plain TileType type enum -4 25 int2                              tile.add
Plain TileType type enum -4 26 int2                              tile.add
Plain TileType type enum -3 10 int2                              tile.add
Plain TileType type enum -3 13 int2                              tile.add
Plain TileType type enum -3 14 int2                              tile.add
Plain TileType type enum -3 15 int2                              tile.add
Plain TileType type enum -3 17 int2                              tile.add
Plain TileType type enum -3 23 int2                              tile.add
Plain TileType type enum -3 24 int2                              tile.add
Plain TileType type enum -3 25 int2                              tile.add
Road TileType type enum -23 8 int2                               tile.add
Road TileType type enum -23 9 int2                               tile.add
Road TileType type enum -23 10 int2                              tile.add
Road TileType type enum -23 11 int2                              tile.add
Road TileType type enum -23 12 int2                              tile.add
Road TileType type enum -23 13 int2                              tile.add
Road TileType type enum -23 14 int2                              tile.add
Road TileType type enum -23 15 int2                              tile.add
Road TileType type enum -23 16 int2                              tile.add
Road TileType type enum -22 13 int2                              tile.add
Road TileType type enum -22 14 int2                              tile.add
Road TileType type enum -22 15 int2                              tile.add
Road TileType type enum -21 13 int2                              tile.add
Road TileType type enum -21 14 int2                              tile.add
Road TileType type enum -21 15 int2                              tile.add
Road TileType type enum -20 13 int2                              tile.add
Road TileType type enum -20 14 int2                              tile.add
Road TileType type enum -20 15 int2                              tile.add
Road TileType type enum -20 23 int2                              tile.add
Road TileType type enum -20 24 int2                              tile.add
Road TileType type enum -20 25 int2                              tile.add
Road TileType type enum -20 26 int2                              tile.add
Road TileType type enum -19 26 int2                              tile.add
Road TileType type enum -18 26 int2                              tile.add
Road TileType type enum -17 26 int2                              tile.add
Road TileType type enum -16 26 int2                              tile.add
Road TileType type enum -15 17 int2                              tile.add
Road TileType type enum -15 26 int2                              tile.add
Road TileType type enum -14 10 int2                              tile.add
Road TileType type enum -14 13 int2                              tile.add
Road TileType type enum -14 17 int2                              tile.add
Road TileType type enum -14 18 int2                              tile.add
Road TileType type enum -13 10 int2                              tile.add
Road TileType type enum -13 13 int2                              tile.add
Road TileType type enum -12 10 int2                              tile.add
Road TileType type enum -12 13 int2                              tile.add
Road TileType type enum -11 10 int2                              tile.add
Road TileType type enum -11 13 int2                              tile.add
Road TileType type enum -11 25 int2                              tile.add
Road TileType type enum -10 10 int2                              tile.add
Road TileType type enum -10 13 int2                              tile.add
Road TileType type enum -10 25 int2                              tile.add
Road TileType type enum -9 13 int2                               tile.add
Road TileType type enum -9 25 int2                               tile.add
Road TileType type enum -8 13 int2                               tile.add
Road TileType type enum -8 25 int2                               tile.add
Road TileType type enum -7 12 int2                               tile.add
Road TileType type enum -7 13 int2                               tile.add
Road TileType type enum -7 14 int2                               tile.add
Road TileType type enum -7 15 int2                               tile.add
Road TileType type enum -7 16 int2                               tile.add
Road TileType type enum -7 17 int2                               tile.add
Road TileType type enum -7 18 int2                               tile.add
Road TileType type enum -7 19 int2                               tile.add
Road TileType type enum -7 20 int2                               tile.add
Road TileType type enum -7 21 int2                               tile.add
Road TileType type enum -7 22 int2                               tile.add
Road TileType type enum -7 23 int2                               tile.add
Road TileType type enum -7 24 int2                               tile.add
Road TileType type enum -7 25 int2                               tile.add
Road TileType type enum -7 26 int2                               tile.add
Road TileType type enum -6 12 int2                               tile.add
Road TileType type enum -6 16 int2                               tile.add
Road TileType type enum -6 21 int2                               tile.add
Road TileType type enum -5 12 int2                               tile.add
Road TileType type enum -5 16 int2                               tile.add
Road TileType type enum -5 21 int2                               tile.add
Road TileType type enum -4 12 int2                               tile.add
Road TileType type enum -4 16 int2                               tile.add
Road TileType type enum -4 21 int2                               tile.add
Road TileType type enum -3 12 int2                               tile.add
Road TileType type enum -3 16 int2                               tile.add
Road TileType type enum -3 21 int2                               tile.add
Sea TileType type enum -25 7 int2                                tile.add
Sea TileType type enum -25 8 int2                                tile.add
Sea TileType type enum -25 9 int2                                tile.add
Sea TileType type enum -25 10 int2                               tile.add
Sea TileType type enum -25 11 int2                               tile.add
Sea TileType type enum -25 12 int2                               tile.add
Sea TileType type enum -25 13 int2                               tile.add
Sea TileType type enum -25 14 int2                               tile.add
Sea TileType type enum -25 15 int2                               tile.add
Sea TileType type enum -25 16 int2                               tile.add
Sea TileType type enum -25 17 int2                               tile.add
Sea TileType type enum -25 18 int2                               tile.add
Sea TileType type enum -25 19 int2                               tile.add
Sea TileType type enum -25 20 int2                               tile.add
Sea TileType type enum -25 21 int2                               tile.add
Sea TileType type enum -25 22 int2                               tile.add
Sea TileType type enum -25 23 int2                               tile.add
Sea TileType type enum -25 24 int2                               tile.add
Sea TileType type enum -25 25 int2                               tile.add
Sea TileType type enum -25 26 int2                               tile.add
Sea TileType type enum -25 27 int2                               tile.add
Sea TileType type enum -24 7 int2                                tile.add
Sea TileType type enum -24 27 int2                               tile.add
Sea TileType type enum -23 7 int2                                tile.add
Sea TileType type enum -23 27 int2                               tile.add
Sea TileType type enum -22 7 int2                                tile.add
Sea TileType type enum -22 27 int2                               tile.add
Sea TileType type enum -21 7 int2                                tile.add
Sea TileType type enum -21 27 int2                               tile.add
Sea TileType type enum -20 7 int2                                tile.add
Sea TileType type enum -20 27 int2                               tile.add
Sea TileType type enum -19 7 int2                                tile.add
Sea TileType type enum -19 27 int2                               tile.add
Sea TileType type enum -18 7 int2                                tile.add
Sea TileType type enum -18 27 int2                               tile.add
Sea TileType type enum -17 7 int2                                tile.add
Sea TileType type enum -17 27 int2                               tile.add
